Publication_ID,Publication,Authors,Year_of_Publication,Bibliographic_Reference,Excavation,Survey,Catalogue,Quantification,Years_of_Activity,Comment_Remarks,Team,Bibl_Abr
103,Gschwind 2002,Gschwind,2002,"Hellenistische Tradition contra Italische Mode: Ein fruhkaiserzeitlichen Keramikkomplex aus den turkischen Rettungsgrabungen in Zeugma am mittleren Euphrat, in: DaM 13, 2002, pp. 321-59.",1,0,1,0,2000,,French,Hellenistische Tradi ...

104,Hagn 2003,Hagn,2003,"Italischer Import oder lokal-regionale 'Imitation'? Sigillata aus der Gymnasium-Tycheion-Grabung von Aigeira, in: RCRF Acta 38, 2003, pp. 265-9.",1,0,1,0,1972-1988,,Austrian,Italischer Import od ...

105,Harper 1980,Harper,1980,"Athis e Neocaesareia e Qasrin e Dibsi Faraj, in: J.Cl. Margueron (ed.), 1980: Le moyen Euphrate. Zone de contacts et d'echanges. Actes du Colloque de Strasbourg 10-12 mars 1977, Leiden (Travaux du Centre de Recherches sur le Proche-Orient et la Grèce Antiques 5) (pp. 327-48).",1,0,1,0,1972-1974,,American,Athis e Neocaesareia ...

106,Harper 1995,Harper,1995,"The pottery, in: R.P. Harper, 1995: Upper Zohar. An Early Byzantine fort in Palaestina Tertia. Final report  of excavations in 1985-1986, Oxford (British Academy Monographs in Archaeology 9) (pp. 21-33).",1,0,1,1,1985-1986,,British,"The pottery, in: R.P ..."

107,Harrison & Hayden 2005,Harrison & Hayden,2005,"Roman pottery summary, in: B.J. Hayden, 2005: The Vrokastro regional survey project sites and pottery: Reports on the Vrokastro area, eastern Crete. Volume 3, Pennsylvania (University Museum Monograph 123) (pp. 57-79).",0,1,1,1,,,American,Roman pottery summar ...

108,Hayes & Harlaut 2002,Hayes & Harlaut,2002,"Ptolemaic and Roman pottery deposits from Alexandria, in: J.-Y. Empereur (ed.), 2002: Alexandrina 2 (etudes Alexandrines 6), (pp. 99-131).",1,0,1,0,1994 & 1996-7,,French,Ptolemaic and Roman  ...

109,Hayes 1971,Hayes,1971,"Four Early Roman groups from Knossos, in: BSA 66, 1971, pp. 249-75.",1,0,1,0,1951 & 1958-1960,,British,Four Early Roman gro ...

110,Hayes 1973,Hayes,1973,"Roman pottery from the South Stoa at Corinth, in: Hesperia 42, 1973, 416-70.",1,0,1,0,Before 1960,,American,Roman pottery from t ...

111,Hayes 1973a,Hayes,1973,"The pottery, in: J. Boardman/J.W. Hayes, 1973: Excavations at Tocra 1963-1965. The Archaic deposits II and later deposits, London (BSA Supplementary Volume No. 10) (pp. 108-19).",1,0,1,1,1963-1965,"The quantification is the rather typical 'Hayes-quantification', for example ARSW is represented by 876+ sherds, and PRSW with 296+ sherds.",British,"The pottery, in: J.  ..."

112,Hayes 1976,Hayes,1976,"Appendix two. Notes on the Palace pottery, in: R.G. Goodchild/J.G. Pedley/D. White (J.H. Humphrey ed.), 1976 (issued 1978): Apollonia, the port of Cyrene. Excavations by the University of Michigan 1965-1967, Tripoli (Supplements to Libya Antiqua-IV) (pp. 260-5).",1,0,1,0,1965-1967,,American-British,Appendix two. Notes  ...

113,Hayes 1983,Hayes,1983,"The Villa Dionysos excavations, Knossos: The pottery, in: BSA 78, 1983, pp. 97-169.",1,0,1,1,"1935, 1937, 1957-8, 1961, 1971 & 1975",,British,The Villa Dionysos e ...

114,Hayes 1985,Hayes,1985,"Hellenistic to Byzantine fine wares and derivatives in the Jerusalem Corpus, in: A.D. Tushingham et al., (ed.), 1985: Excavations in Jerusalem 1961-1967 I, Toronto (pp. 179-94).",1,0,1,0,1961-1967,,Canadian-British,Hellenistic to Byzan ...

115,Hayes 1991,Hayes,1991,The Hellenistic and Roman pottery (Paphos Volume III).,1,0,1,0,1962-1978,,Greek,The Hellenistic and  ...

116,Hayes 1992,Hayes,1992,"Excavations at Saraçhane in Istanbul 2. The pottery, Lawrenceville.",1,0,1,0,1964-1969,,American-Turkish,Excavations at Saraç ...

117,Hayes 1995,Hayes,1995,"Pottery from the construction levels of the upper cavea, in: G.B. Waywell/J.J. Wilkes, Excavations at the ancient theatre of Sparta 1992-4: preliminary report, in: BSA 90, 1995, pp. 449-51.",1,0,1,0,1992-4,,British,Pottery from the con ...

118,Hayes 1995a,Hayes,1995,"An Early Roman well group from the Troia excavations 1992, in: Studia Troica Band 5, 1995, pp. 185-96.",1,0,1,0,1992,,German,An Early Roman well  ...

119,Hayes 1996,Hayes,1996,"The pottery, in: S.E. Sidebotham/W.Z. Wendrich (eds.), 1996: Berenike 1995. Preliminary report of the 1995 excavations at Berenike (Egyptian Red Sea coast) and the survey of the Eastern Desert, Leiden (CNWS Publications Special Series no. 2) (pp. 147-78).",1,0,1,1,1995,,American-Dutch,"The pottery, in: S.E ..."

120,Hayes 1998,Hayes,1998,"The pottery assemblage of Roman date, in: E.R. Gebhard/F.P. Hemans/J.W. Hayes, University of Chicago excavations at Isthmia 1989: III, in: Hesperia 67, 1998, pp. 444-54.",1,0,1,0,1989,,American,The pottery assembla ...

121,Hayes 2000,Hayes,2000,"Roman pottery from the Sanctuary, in: J.W. Shaw/M.C. Shaw (eds.), The Greek sanctuary, Princeton (Kommos IV, 2 volumes) (pp. 312-20).",1,0,1,0,,,,Roman pottery from t ...

122,Hayes 2001,Hayes,2001,"Early Christian pottery from Knossos: the 1978-1981 finds from the Knossos Medical Faculty site, in: BSA 96, 2001, pp. 431-54.",1,0,1,0,1978-1981,,British,Early Christian pott ...

123,Hayes 2003,Hayes,2003,"Hellenistic and Roman pottery deposits from the 'Saranda Kolones' castle site at Paphos, in: BSA 98, 2003, pp. 447-516.",1,0,1,0,1957-,,British,Hellenistic and Roma ...

124,Heberdey 1906,Heberdey,1906,"Forschungen in Ephesos, Wien (FiE I).",1,0,1,0,,,Austrian,Forschungen in Ephes ...

125,Heimberg 1982,Heimberg,1982,"Heimberg, U., Terra Sigillata, in: U. Heimberg, 1982: Die Keramik des Kabirions, Berlin (Das Kabirenheiligtum bei Theben Band III) (53-4).",1,0,1,1,1959-1967,"""es sind etwa zwei Dutzend meist sehr klein zerbrochene Fragmente erhalten.""",German,"Heimberg, U., Terra  ..."

126,Hellstrem 1965,Hellstrem,1965,"Labraunda. Swedish excavations and researches Volume II Part 1. Pottery of Classical and later date. Terracotta lamps and glass, Lund (Skrifter Utgivna av Svenska Institutet I Athens, 4¡, V, II:1/Acta Instituti Atheniensis Regni Sueciae, Series in 4¡, V, II:1).",1,0,1,0,"1951, 1953 & 1960",,Swedish,Labraunda. Swedish e ...

127,Henrich 2002,Henrich,2002,"Studien zur remischen Keramik im Hauran e Untersuchungen am Beispiel eines Fundkomplexes aus Qanawat/Sudsyrien, in: DaM 13, 2002, pp. 245-315.",1,1,1,0,1998,,German,Studien zur remische ...

128,Hood 1967,Hood,1967,"Some ancient sites in south-west Crete, in: BSA 62, 1967, pp. 47-56.",0,1,1,0,1966,,British,Some ancient sites i ...

129,"Hepken, Schimmer & Sieler 2008","Hepken, Schimmer & Sieler",2008,"Ausgewehlte Keramik aus dem Heiligtum des Iupiter Dolichenus und der Folgebesiedlung auf dem Duluk Baba Tepesi, in: E. Winter (ed.), 2008: ?????S ??????F?S ?????G???. Neue Funde und Forschungen zwischen Taurus und Euphrat, Bonn (Asia Minor Studien Band 60) (pp. 137-63).",1,0,1,0,2005-2006,,German,Ausgewehlte Keramik  ...

130,Horsfield & Horsfield 1942,Horsfield & Horsfield,1942,"Sela-Petra, the Rock of Edom and Nabatene 4, in: QDAP 9, 1942, pp. 105-204.",1,0,1,0,1929 & 1932-6,,British,"Sela-Petra, the Rock ..."

131,Hubner 1996,Hubner,1996,"Die remische Keramik von Patras: Voraussetzungen und Meglichkeiten der Anneherung im Rahmen der Stadtgeschichte, in: Herford-Koch, M./U. Mandel/U. Schedler (eds.), 1996: Hellenistische und kaiserzeitliche Keramik des estlichen Mittelmeergebietes. Kolloquium Frankfurt 24-25 April 1995, Frankfurt (pp. 1-5).",1,0,1,0,,,German-Greek,Die remische Keramik ...

132,Hubner 2003,Hubner,2003,"Patras: Kreuzweg zwischen Ost und West. Die Sigillata-waren aus dem Fundgut ? 14, Korinthou 288/Kanari, in: RCRF Acta 38, 2003, pp. 257-64.",1,0,1,0,,,,Patras: Kreuzweg zwi ...

133,Japp 2007,Japp,2007,"Late Roman, Byzantine and Ottoman Pottery from Alexandria Troas, in: B. Behlendorf-Arslan et al.(eds), 2007: Late Antique and Medieval pottery and tiles in Mediterranean archaeological contexts. Proceedings of the First International Symposium on Late Antique, Byzantine, Seljuk, and Ottoman Pottery and Tiles in Archaeological Context (‚anakkale, 1-3 June 2005), Istanbul (Deutsches Archaologisches Institut Abteilung Istanbul)(Byzas 7, Vereffentlichungen des Deutschen Archaologischen Instituts Istanbul), 55-72",1,0,1,0,1997-,"Although the introduction and description accompanying the catalogue of pottery mentions both excavations and surveys at the site, the exact provenance of the material is unknown.",German,"Late Roman, Byzantin ..."

134,Johnson 1979,Johnson,1979,"Roman pottery, in: D.S. Whitcomb/J.H. Johnson, 1979: Quseir al-Qadim 1978: preliminary report, Princeton/Cairo (pp. 67-103).",1,0,1,0,1978,,American,"Roman pottery, in: D ..."

135,Johnson 1988,Johnson,1988,"The Pottery, in: G.D. Weinberg (ed.), 1988: Excavations at Jalame. Site of a glass factory in Late Roman Palestine, Missouri (pp. 137-226).",1,0,1,0,1964-8 & 1971,,American,"The Pottery, in: G.D ..."

136,Jones & Goell 1963,Jones & Goell,1963,"Keramikfunde aus hellenistischer-remischer Zeit, in: F.K. Derner/Th. Goell, 1963: Arsameia am Nymphaios. Die Ausgrabungen im Hierothesion des Mithradates Kallinikos von 1953-1956, Berlin (Istanbuler Forschungen Band 23) (pp. 234-43).",1,0,1,0,1953-1956,,German,Keramikfunde aus hel ...

137,Jones 1950,Jones,1950,"The pottery, in: H. Goldman (ed.), 1950: Excavations at Gezlu Kule, Tarsus. Volume I Text & Volume I Plates. The Hellenistic and Roman periods, Princeton (pp. 149-296).",1,0,1,0,1935-1939 & 1947-1949,,American,"The pottery, in: H.  ..."

138,Jones 1969 (1971),Jones,1969,"Sherds from Kululu, in: Anadolu/Anatolia 13, 1969 (1971),  pp. 89-96.",1,0,1,0,,,,"Sherds from Kululu,  ..."

139,Kantor 1958,Kantor,1958,"The pottery, in: McEwan et al. 1958: Soundings at Tell Fakhariyah, Chicago (The University of Chicago Oriental Institute Publications LXXIX) (pp. 21-41).",1,0,1,0,,,American,"The pottery, in: McE ..."

140,Karageorghis 1986,Karageorghis,1986,"2. e Musee regional de Limassol, in: BCH 110, 1986, pp. 828-37.",1,0,1,0,,,Greek,2. e Musee regional  ...

141,Karivieri 2003,Karivieri,2003,"Roman pottery, in: J. Forsen/B. Forsen, 2003: The Asea Valley survey. An Arcadian mountain valley from the Palaeolithic period until modern times, Stockholm (Acta Instituti Atheniensis Regni Sueciae, Series  in 4¡, LI) (pp. 275-89).",0,1,1,0,1994-1999,,Swedish,"Roman pottery, in: J ..."

142,Kazenwadel 1995,Kazenwadel,1995,"Lidar Hoyuk: die hellenistische und romische Keramik, Dresden.",1,0,1,0,1980-1984,,German,Lidar Hoyuk: die hel ...

143,Kenrick 1981,Kenrick,1981,"Fine wares of the Hellenistic and Roman periods, in: J. Matthers (ed.), 1981: The River Qoueiq, northern Syria, and its catchment. Studies arising from the Tell Rifa'at survey 1977-79 Part ii, Oxford (BAR International Series 98(ii)) (pp. 439-58).",0,1,1,0,1977-1979,,British,Fine wares of the He ...

144,Kenrick 1985,Kenrick,1985,"Excavations at Sidi Khrebish Benghazi (Berenice) III,1. The fine pottery, Tripoli (Supplements to Libya Antiqua-V).",1,0,1,1,1971-1975,,British-Libyan,Excavations at Sidi  ...

145,Kenrick 1987,Kenrick,1987,"Part III. Hellenistic and Roman fine wares, in: D. White (ed.), 1987: The extramural sanctuary of Demeter and Persephone at Cyrene, Libya. Final reports Volume III ,Philadelphia (University Museum Monograph 66) (pp. 1-18).",1,0,1,1,1969-1978,,American,Part III. Hellenisti ...

146,Kenrick 2000,Kenrick,2000,"Fine wares from the city wall section at Bait Nawashi (Area XLII), in: Arch. Anz. 2000, pp. 235-65.",1,0,1,1,1991-2,,German,Fine wares from the  ...

147,Kenyon & Crowfoot 1957,Kenyon & Crowfoot,1957,"Roman and later wares 1. Terra Sigillata, 2. Stratified groups, 3. Terra Sigillata general list and 4. Late Roman A, B and C wares in: J.W. Crowfoot/G.M. Crowfoot/K.M. Kenyon, 1957: The objects from Samaria, London (Samaria-Sebaste III) (pp. 281-61).",1,0,1,0,1931-1933 & 1953,,British,Roman and later ware ...

148,Khairy 1990,Khairy,1990,"The 1981 Petra excavations Volume I, Wiesbaden (Abhandlungen des Deutschen Palastinavereins Band 13).",1,0,1,0,1981,,Jordanese-American,The 1981 Petra excav ...

149,Kondoleon 2000,Kondoleon,2000,"Antioch. The lost ancient city, Princeton.",0,0,1,0,-,,,Antioch. The lost an ...

150,Konrad 1992,Konrad,1992,"Flavische und spatantike Bebauung unter der Basilika B von Resafa-Sergiupolis, in: DaM 6, 1992, pp. 312-59.",1,0,1,0,1989-1990,,German,Flavische und spatan ...

151,Konrad 1996,Konrad,1996,"Fruhkaiserzeitliche Befestigungen an der Strata Diocletiana? Neue Kleinfunde des I. Jahrhunderts n. Chr. aus Nordsyrien, in: DaM 9, 1996, pp. 163-80.",1,1,1,0,1992-1995,,German,Fruhkaiserzeitliche  ...

152,Koutsoukou & Najjar 1997,Koutsoukou & Najjar,1997,"The pottery, in: A. Koutsoukou/K.W. Russell/M. Najjar/A. Momani, 1997: The Great Temple of Amman. The excavations, Amman (ACOR Occasional Papers 3) (pp. 55-118).",1,0,1,0,1990-1993,,Jordanese-American,"The pottery, in: A.  ..."

153,Kozal 2001,Kozal,2001,"Studies in Roman Ilion: The Lower City. Stratified Domestic Assemblages, in: Studia Troica Band 11, 2001, pp. 309-42.",1,0,1,0,1994-95,,German,Studies in Roman Ili ...

154,Kramer 2004,Kramer,2004,"Gindaros. Geschichte und Archaologie einer Siedlung im nordwestlichen Syrien von hellenistischer bis in fruhbyzantinischer Zeit, Rahden (Internationale Archaologie Band 41).",1,0,1,1,1993-1999,,German,Gindaros. Geschichte ...

155,Kramer 2005,Kramer,2005,"Ergebnisse des Keramiksurveys 2002/03, in: D. Wannagat, Neue Forschungen in Uzuncaburç 2001-2001. Das Zeus-Olbios-Heiligtum und die Stadt Diokaisareia, in: Arch. Anz. 2005, pp. 125-8.",0,1,1,0,2002-2003,"The pottery depicted undoubtedly is only a fraction collected, and merely serves to illustrated the variety of the imported tablewares from the site.",German,Ergebnisse des Keram ...

156,Ladstatter 1998,Ladstatter,1998,"Eine African Red Slip Schale mit Reliefverzierung aus Ephesos, in: J…AI Band 67, 1998 Beiblatt, pp. 197-214.",1,0,1,0,1968 & 1972,,Austrian,Eine African Red Sli ...

157,Ladstatter 2003,Ladstatter,2003,"(in Zusammenarbeit mit T. Bezecky/B. Czurda-Ruth/A. Giuliani/Ch. Rogl), Keramik, in: C. Lang-Auinger (ed.), 2003: Hanghaus 1 in Ephesos. Funde und Ausstattung, Wien (pp. 22-85).",1,0,1,0,1994-,,Austrian,(in Zusammenarbeit m ...

158,Lamb & Pryce 1940,Lamb & Pryce,1940,"Sigillata from Lesbos, in: JHS LX, 1940, pp. 96-8.",1,0,1,0,1929,,British,Sigillata from Lesbo ...

159,Landgraf 1980,Landgraf,1980,"Keisan's Byzantine pottery, in: J. Briend/J.-B. Humbert (eds.), 1980: Tell Keisan, 1971-1976, Fribourg (pp. 51-99).",1,0,1,1,1971-1976,,French,Keisan's Byzantine p ...

160,Lauffray 1940,Lauffray,1940,"Une fouille au pied de l'acropole de Byblos, in: Bulletin du Musee de Beyrouth IV, 1940, pp. 7-36.",1,0,1,0,1940,,French,Une fouille au pied  ...

161,Lawson 1996,Lawson,1996,"The Roman pottery, in: W. Cavanagh/J. Crouwel/R.W.V. Catling/G. Shipley, 1996: Continuity and change in a Greek rural landscape. The Laconia survey Volume II. Archaeological data, London (BSA Supplementary Volume 27) (pp. 111-23).",0,1,1,0,,,British,"The Roman pottery, i ..."

162,Lenoir 2003,Lenoir,2003,"Sa'neh ou le desert des tartares: un camp oublie du Limes Arabicus, in: Syria 80, 2003, pp. 139-50.",0,1,0,1,1989-1990 & 1997,,French,Sa'neh ou le desert  ...

163,Lippolis 2001,Lippolis,2001,"Terra Sigillata orientale, in: A. DiVita (ed.), 2001: Gortina Volume V.3. Lo scavo del pretorio (1989-1995). I materiali, Padova (Monografie della Scuola Archeologica italiana di Atene e delle Missioni italiene in Oriente XII) (pp. 26-35).",1,0,1,1,1989-1995,,Italian,Terra Sigillata orie ...

164,Love 1969,Love,1969,"Ceramics, in: K. Lehmann/P. Williams-Lehmann (eds.), 1969: The Hieron, Princeton (Samothrace III.2) (pp. 143-236).",1,0,1,0,,"Of (only?) interest is Chapter IV, entitled 'Fill from the Area between the Cella and the Terrace Wall', wherein two ‚andarli vessels of Hayes Form 3 are catalogued.",American,"Ceramics, in: K. Leh ..."

165,Lund 1993,Lund,1993,"Pottery of the Classical, Hellenistic and Roman periods, in: S¿rensen, L.W./D.W. Rupp (eds.), 1993: The land of the Paphian Aphrodite Volume 2. The Canadian Palaipaphos survey project, Artifact and ecofactual studies, Goteborg (Studies in Mediterranean Archaeology Volume CIV:2) (pp. 79-155).",0,1,1,1,"1979-1980, 1983-1984 & 1986",,Canadian,Pottery of the Class ...

166,Lund 1995,Lund,1995,"A fresh look at the Roman and Late Roman fine wares from the Danish excavations at Hama, Syria, in: H. Meyza/J. Mlynarczyk (eds.), 1995: 'Hellenistic and roman pottery in the Eastern Mediterranean _ Advances in scientific studies', Warsaw (Acts of the II Niebor—w pottery workshop) (pp. 135-61).",1,0,1,1,1931-1938,,Danish,A fresh look at the  ...

167,Lund 1996,Lund,1996,"Fine wares from the Hellenistic through the Late Antique periods, in: L. Wriedt S¿rensen, Preliminary Report of the Danish archaeological excavations to Panayia Ematousa, Aradippou 1993 and 1994, in: RDAC 1996, pp. 144-55.",1,0,1,0,1993-1994,,Danish,Fine wares from the  ...

168,Lund 1998,Lund,1998,"The ceramic finewares from the Late Classical to the Late Antique period found in 1995 and 1996, in: L. Wriedt S¿rensen, Third Preliminary Report of the Danish archaeological excavations at Panayia Ematousa, Aradippou, Cyprus (Proceedings of the Danish Institute at Athens Volume II, 1998) (pp. 332-48).",1,0,1,0,1995-1996,,Danish,The ceramic fineware ...

169,Magnelli 2001,Magnelli,2001,"Iscrizioni, in: A. DiVita (ed.), 2001: Gortina V.3. Lo scavo del pretorio (1989-1995) Volume V.3 t. II. I materiali, Padova (Monografie della Scuola Archeologica italiana di Atene e delle Missioni italiene in Oriente XII) (pp. 626-54).",1,0,1,0,1989-1995,,Italian,"Iscrizioni, in: A. D ..."

170,Magness 1992,Magness,1992,"Late Roman and Byzantine pottery, preliminary report, 1990, in: R.L. Vann (ed.), 1992: Caesarea Papers. Straton's Tower, Herod's Harbour, and Roman and Byzantine Caesarea. Inlcuding the papers given at a symposium held at the University of Maryland, The Smithsonian Institution, and the Jewish Community Center of Greater Washington on 25-28 March, 1988, Ann Arbor (JRA Supplementary Series 5) (pp. 129-53).",1,0,1,0,1990,,American,Late Roman and Byzan ...

171,Magness 2005,Magness,2005,"The Roman legionary pottery, in: B. Arubas/H. Goldfus (eds.), 2005: Excavations on the site of the Jerusalem International Convention Center (Binyanei Ha'uma): A settlement of the late first to second Temple period, the tenth legion's kiln works, and a Byzantine monastic complex. The pottery and other small finds, Portsmouth (JRA Supplementary Series 60) (pp. 69-191).",1,0,1,0,1992,,Israelitish,The Roman legionary  ...

172,Majcherek & Taha 2004,Majcherek & Taha,2004,"Majcherek, G.-A. Taha, Roman and Byzantine layers at Umm el-Tlel: ceramics and other finds, Syria 81, 2004, 229-48.",1,0,1,1,1991-1994,,Polish-Syrian,"Majcherek, G.-A. Tah ..."

173,Malamidou 2005,Malamidou,2005,,1,0,1,0,,,,

174,Malfitana 1992,Malfitana,1992,"Ceramica romana. Catalogo, in: F. Giudice, Paphos, Garrison's camp, Campagna 1988, in: RDAC 1992, pp. 229-37.",1,0,1,0,1988,,Italian,Ceramica romana. Cat ...

175,Malfitana 1993,Malfitana,1993,"Terree varia sigillate. Catalogo, in: F. Giudice et al., Paphos, Garrison's camp. Campagna 1989, in: RDAC 1993, pp. 297-323.",1,0,1,0,1989,,Italian,Terree varia sigilla ...

176,Malfitana 1994,Malfitana,1994,"Terre sigillata ellenistico-romane e lucerne. Catalogo, in: F. Giudice et al., Paphos, Garrison's camp. Campagna 1990, in: RDAC 1994, pp. 244-55.",1,0,1,0,1990,,Italian,Terre sigillata elle ...

177,"Malfitana, Giudice & Narbone 2004","Malfitana, Giudice & Narbone",2004,"I materiali, in: F. Giudice/G. Giudice/E. Giudice et al., Pafos, Garrison's camp. IXa Campagna, in: RDAC 2004, pp. 282-312.",1,0,1,0,1996,,Italian,"I materiali, in: F.  ..."

178,Marquie 2004,Marquie,2004,"Un depot de la deuxième moitie du Ier s. de notre ère ˆ Kition-Kathari (Chypre), in: J. Eiring/J. Lund (eds.), 2004: Transport amphorae and trade in the Eastern Mediterranean. Acts of the International Colloquium at the Danish Institute at Athens, September 26-29, 2002, Athens/Aarhus (Monographs of the Danish Institute at Athens Volume 5) (pp. 251-62).",1,0,1,1,1958-1979,"Note: the quantification includes both sherd count and a MNI count, the latter will be entered into the database, comprising ESA (5) and ESD (4), the single fragment of ITS will also be included.",Greek,Un depot de la deuxi ...

179,Martelli 1976,Martelli,1976,"Terra sigillata arretina e tardo-italica a Cirene, in: Quaderni di Archeologia della Libia 8 (Cirene e la Grecia), 1976, pp. 431-4.",1,0,1,0,,"It not clear when the excavations were carried out, only that it are the 'più recenti campagne di scavo nell'Agora'.",Italian,Terra sigillata arre ...

180,Martin 1995,Martin,1995,"Die Arbeit an der Kaiserzeitlichen Keramik, in: U. Sinn/G. Ladstatter/A. Martin/Th. Valling, Bericht uber das Forschungsprojekt ,Olympia wahrend der romischen Kaiserzeit und in der Spatantike' IV Die Arbeiten im Jahr 1995, in: Nikephoros 8, 1995, pp. 174-9.",1,0,1,0,1995,,German,Die Arbeit an der Ka ...

181,Martin 1997a,Martin,1997,"Sigillata italica, Sigillata orientale A, Sigillata orientale B and Sigillata orientale C, in: A. DiVita/A. Martin (eds.), 1997: Gortina II. Pretorio. Il materiale degli scavi colini 1970-1977, Padova (Monografie della Scuola Archeologica italiana di Atene e delle Missioni italiene in Oriente VII) (pp. 125-31).",1,0,1,0,1970-1977,,Italian,"Sigillata italica, S ..."

182,Martin 2001,Martin,2001,"The South-West Building at Olympia: the ceramic and glass evidence for its dating, in: J.-Y. Marc/J.-C. Moretti (eds.), 2001: Constructions publiques et programmes edilitaires en Grèce entre le IIe siècle av. J.-C. et le Ier siècle ap. J.-C. Actes du Colloque Organise par l'Ecole Française d'Athènes et le CNRS, Athènes 14-17 mai 1995, Athènes (BCH Supplement 39) (pp. 313-22).",1,0,1,0,,,German,The South-West Build ...

183,Marty 1993,Marty,1993,"Three pottery deposits and the history of Roman Isthmia, in: T.E. Gregory (ed.), 1993: The Corinthia in the Roman period. Including papers given at a symposium held at Ohio State University on 7-9 March, 1991, Ann Arbor (JRA Supplementary Series 8) (pp. 115-29).",1,0,1,0,1967-1978,,American,Three pottery deposi ...

184,McClellan 1999,McClellan,1999,"Hellenistic and Roman pottery from 'Ain Dara, in: E.C. Stone/P.E. Zimansky, 1999: The Iron Age settlement at 'Ain Dara, Syria. Survey and surroundings, Oxford (BAR International Series 786) (pp. 19-22).",0,1,1,0,1982-1984 (& beyond?),,American,Hellenistic and Roma ...

185,Mee & Forbes 1997,Mee & Forbes,1997,A ROUGH AND ROCKY PLACE - THE LANDSCAPE AND SETTLEMENT HISTORY OF THE METHANA PENINSULA.,0,1,1,1,1981-1987,,British,A ROUGH AND ROCKY PL ...

186,Meriç 2002,Meriç,2002,"Spathellenistisch-romische Keramik und Kleinfunde aus einem Schachtbrunnen am Staatsmarkt in Ephesos, Wien (FiE IX/3).",1,0,1,0,1965 & 1982-3,,Austrian,Spathellenistisch-ro ...

187,Metzger 1969,Metzger,1969,"Die Hellenistische Keramik in Eretria, Bern (Eretria Ausgrabungen und Forschungen II).",1,0,1,0,1966,,Swiss,Die Hellenistische K ...

188,Metzger 1993,Metzger,1993,"Spathellenistischer und romische Epoche, in: P. Ducrey/I.I. Metzger/K. Reber, 1993: Le Quartier de la Maison aux Mosaiques, Lausanne (Eretria Fouilles et recherches VIII) (pp. 126-43).",1,0,1,0,,,Swiss,Spathellenistischer  ...

189,"Meyers, Strange & Meyers 1982","Meyers, Strange & Meyers",1982,"Second preliminary report on the 1981 excavations at en-Nabratein, in: BASOR 246, 1982, pp. 35-54.",1,0,1,0,1981,,American,Second preliminary r ...

190,Meyer-Schlichtmann 1988,Meyer-Schlichtmann,1988,"Die pergamenischen Sigillata aus der Stadtgrabung von Pergamon. Mitte 2. JH v. Chr. _ Mitte 2. JH n. Chr., Berlin/New York (PF 6).",1,0,1,0,1973-1978,,German,Die pergamenischen S ...

191,Meyza & Papuci-Wladyka 1999,Meyza & Papuci-Wladyka,1999,"Nea Paphos, Cyprus: Pottery from cistern STR 1/96-97, in: 1999, Centenary of Mediterranean Archaeology at the Jagiellonian University 1897-1997, Cracow (pp. 75-92).",1,0,1,0,1996-1997,,Polish,"Nea Paphos, Cyprus:  ..."

192,Meyza 2005,Meyza,2005,"Stamped Late Hellenistic and Early Roman fine wares found at Kom el-Dikka in Alexandria before 1987, in: etudes et Travaux 20, 2005, pp. 121-36.",1,0,1,0,BEFORE 1987,,Polish,Stamped Late Helleni ...

193,Mitsopoulos-Leon 1975,Mitsopoulos-Leon,1975,"Gefasse der Ostsigillata A von einem gesunkenen Schiff aus dem Golf van Antalya, in: Germania 53, 1975, pp. 101-12.",1,0,1,0,,,German,Gefasse der Ostsigil ...

194,Mitsopoulos-Leon 1991,Mitsopoulos-Leon,1991,"Die Basilika am Staatsmarkt in Ephesos. Kleinfunde 1. Teil: Keramik hellenistischer und romischer Zeit, Wien (FiE IX/2/2).",1,0,1,0,1963-1972,,Austrian,Die Basilika am Staa ...

195,Mlynarczyk 2001,Mlynarczyk,2001,"Pottery report, in: A. Segal/J. Mlynarczyk/M. Burdajemicz, 2001: Hippos [Sussita], second season of excavations July 2001, Haifa (pp. 8-10).",1,0,1,0,2001,,Israelitish-Polish,"Pottery report, in:  ..."

196,Mlynarczyk 2002,Mlynarczyk,2002,"Pottery report, Sussita 2002, in: A. Segal/J. Mlynarczyk/M. Burdajemicz/M. Schuler, 2002: Hippos. Third season of excavations July 2002, Haifa (pp. 37-59).",1,0,1,0,2002,,Israelitish-Polish,"Pottery report, Suss ..."

197,Mlynarczyk 2003,Mlynarczyk,2003,"Pottery report, in: A. Segal/J. Mlynarczyk/M. Burdajemicz/M. Schuler/M. Eisenberg, 2003: Hippos-Sussita. Fourth season of excavations June-July 2003, Haifa (pp. 50-88).",1,0,1,0,2003,,Israelitish-Polish,"Pottery report, in:  ..."

198,Mlynarczyk 2004,Mlynarczyk,2004,"Pottery report (Hippos-Sussita 2004), in: A. Segal/J. Mlynarczyk/M. Burdajemicz/M. Schuler/M. Eisenberg, 2004: Hippos-Sussita. Fifth season of excavations (September - October 2004) and summary of all five seasons (2000-2004), Haifa (pp. 140-70).",1,0,1,0,2004,,Israelitish-Polish,Pottery report (Hipp ...

